ID,SiteID,Toponym,Type,Period,subOcc,StartDate,EndDate,duration,Longitude,Latitude,Long_Cord,Lat_Cord,Notes,LocQual,Sources,surveyLink
CY557,VVS 17,Kalavasos Draconikiaes,settlement,Ott,4,1571,1878,307,528300.0,3846700.0,33.30923832,34.76205562, ,A,"Todd 2004, pp. 45", ;  
CY557,VVS 17,Kalavasos Draconikiaes,settlement,Mod,4,1878,2000,122,528300.0,3846700.0,33.30923832,34.76205562, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,MC_I,0,-2000,-1850,150,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,MC_II,0,-1850,-1750,100,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,MC_III,0,-1750,-1650,100,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,CA_I,1,-750,-600,150,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,CA_II,1,-600,-475,125,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,Ott,2,1571,1878,307,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY558,VVS 18,Kalavasos Fournia,settlement,Mod,2,1878,2000,122,527700.0,3847200.0,33.30269857,34.76658093, ,A,"Todd 2004, pp. 45", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,MC_I,0,-2000,-1850,150,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,MC_II,0,-1850,-1750,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,MC_III,0,-1750,-1650,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_I,0,-1650,-1550,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_IIA,0,-1550,-1450,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_IIB,0,-1450,-1300,150,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_IIC,0,-1300,-1200,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_IIIA,0,-1200,-1100,100,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,LC_IIIB,0,-1100,-1050,50,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,CA_I,1,-750,-600,150,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,CA_II,1,-600,-475,125,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,E_Rom_I,2,-58,50,108,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,E_Rom_II,2,50,250,200,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,L_Rom,2,250,400,150,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,eMed,2,400,750,350,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Byz_I,2,750,965,215,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Byz_II,2,965,1191,226,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Frank,2,1191,1489,298,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Ven,2,1489,1571,82,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Ott,2,1571,1878,307,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY559,VVS 20,Kalavasos Gouppos,settlement,Mod,2,1878,2000,122,526000.0,3849000.0,33.28417726,34.78285749, ,A,"Todd 2004, pp. 47", ;  
CY560,VVS 21,Kalavasos Ipsopamboulos,settlement,LCh,0,-2750,-2500,250,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 47", ;  
CY560,VVS 21,Kalavasos Ipsopamboulos,settlement,MC_I,1,-2000,-1850,150,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 47", ;  
CY560,VVS 21,Kalavasos Ipsopamboulos,settlement,MC_II,1,-1850,-1750,100,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 47", ;  
CY560,VVS 21,Kalavasos Ipsopamboulos,settlement,MC_III,1,-1750,-1650,100,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 47", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,CN,0,-5500,-3900,1600,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,MC_I,1,-2000,-1850,150,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,MC_II,1,-1850,-1750,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,MC_III,1,-1750,-1650,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_I,1,-1650,-1550,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_IIA,1,-1550,-1450,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_IIB,1,-1450,-1300,150,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_IIC,1,-1300,-1200,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_IIIA,1,-1200,-1100,100,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,LC_IIIB,1,-1100,-1050,50,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,CA_I,2,-750,-600,150,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,CA_II,2,-600,-475,125,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,Ott,3,1571,1878,307,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY561,VVS 22,Kalavasos Kafkalia I-II,settlement,Mod,3,1878,2000,122,526900.0,3845500.0,33.29390215,34.75127229, ,A,"Todd 2004, pp. 48", ;  
CY562,VVS 23,Kalavasos Kafkalia III,cemetery,MC_I,0,-2000,-1850,150,527400.0,3845500.0,33.29936495,34.75125899, ,A,"Todd 2004, pp. 49", ;  
CY562,VVS 23,Kalavasos Kafkalia III,cemetery,MC_II,0,-1850,-1750,100,527400.0,3845500.0,33.29936495,34.75125899, ,A,"Todd 2004, pp. 49", ;  
CY562,VVS 23,Kalavasos Kafkalia III,cemetery,MC_III,0,-1750,-1650,100,527400.0,3845500.0,33.29936495,34.75125899, ,A,"Todd 2004, pp. 49", ;  
CY562,VVS 23,Kalavasos Kafkalia III,cemetery,CA_I,1,-750,-600,150,527400.0,3845500.0,33.29936495,34.75125899, ,A,"Todd 2004, pp. 49", ;  
CY562,VVS 23,Kalavasos Kafkalia III,cemetery,CA_II,1,-600,-475,125,527400.0,3845500.0,33.29936495,34.75125899, ,A,"Todd 2004, pp. 49", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,MC_I,0,-2000,-1850,150,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,MC_II,0,-1850,-1750,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,MC_III,0,-1750,-1650,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_I,0,-1650,-1550,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_IIA,0,-1550,-1450,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_IIB,0,-1450,-1300,150,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_IIC,0,-1300,-1200,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_IIIA,0,-1200,-1100,100,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,LC_IIIB,0,-1100,-1050,50,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,CA_I,1,-750,-600,150,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,CA_II,1,-600,-475,125,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,CC_I,1,-475,-400,75,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,CC_II,1,-400,-312,88,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Hel_I,1,-312,-200,112,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Hel_II,1,-200,-58,142,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,E_Rom_I,1,-58,50,108,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,E_Rom_II,1,50,250,200,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,L_Rom,1,250,400,150,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,eMed,1,400,750,350,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Byz_I,1,750,965,215,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Byz_II,1,965,1191,226,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Frank,1,1191,1489,298,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Ven,1,1489,1571,82,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Ott,1,1571,1878,307,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY563,VVS 24,Kalavasos Kafkalia IV,settlement,Mod,1,1878,2000,122,527600.0,3845500.0,33.30155007,34.7512536, ,A,"Todd 2004, pp. 50", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LAN,0,-6800,-5500,1300,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,MC_I,1,-2000,-1850,150,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,MC_II,1,-1850,-1750,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,MC_III,1,-1750,-1650,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_I,1,-1650,-1550,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_IIA,1,-1550,-1450,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_IIB,1,-1450,-1300,150,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_IIC,1,-1300,-1200,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_IIIA,1,-1200,-1100,100,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,LC_IIIB,1,-1100,-1050,50,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,CA_I,2,-750,-600,150,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,CA_II,2,-600,-475,125,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY564,VVS 25,Kalavasos Kafkalia V,settlement,eMed,3,400,750,350,526900.0,3845600.0,33.29390534,34.75217406, ,A,"Todd 2004, pp. 51", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,CN,0,-5500,-3900,1600,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,Ech,0,-3900,-3400,500,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,MC_I,1,-2000,-1850,150,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,MC_II,1,-1850,-1750,100,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,MC_III,1,-1750,-1650,100,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY565,VVS 124,Kalavasos Kafkalia VI,settlement,Mod,2,1878,2000,122,526800.0,3845800.0,33.29281914,34.75398023, ,A,"Todd 2004, pp. 52", ;  
CY566,VVS 26,Kalavasos Kafkalies,cemetery,CA_I,0,-750,-600,150,529100.0,3846100.0,33.31795918,34.75662251, ,A,"Todd 2004, pp. 53", ;  
CY566,VVS 26,Kalavasos Kafkalies,cemetery,CA_II,0,-600,-475,125,529100.0,3846100.0,33.31795918,34.75662251, ,A,"Todd 2004, pp. 53", ;  
CY566,VVS 26,Kalavasos Kafkalies,cemetery,CC_I,0,-475,-400,75,529100.0,3846100.0,33.31795918,34.75662251, ,A,"Todd 2004, pp. 53", ;  
CY566,VVS 26,Kalavasos Kafkalies,cemetery,CC_II,0,-400,-312,88,529100.0,3846100.0,33.31795918,34.75662251, ,A,"Todd 2004, pp. 53", ;  
CY567,VVS 27,Kalavasos Kafkalies,cemetery,CC_I,0,-475,-400,75,529000.0,3846100.0,33.31686655,34.75662536, ,A,"Todd 2004, pp. 54", ;  
CY567,VVS 27,Kalavasos Kafkalies,cemetery,CC_II,0,-400,-312,88,529000.0,3846100.0,33.31686655,34.75662536, ,A,"Todd 2004, pp. 54", ;  
CY568,VVS 28,Kalavasos Kambanaris,settlement,LCh,0,-2750,-2500,250,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 54", ;  
CY568,VVS 28,Kalavasos Kambanaris,settlement,MC_I,1,-2000,-1850,150,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 54", ;  
CY568,VVS 28,Kalavasos Kambanaris,settlement,MC_II,1,-1850,-1750,100,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 54", ;  
CY568,VVS 28,Kalavasos Kambanaris,settlement,MC_III,1,-1750,-1650,100,528200.0,3847400.0,33.30816908,34.76837076, ,A,"Todd 2004, pp. 54", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,MC_I,0,-2000,-1850,150,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,MC_II,0,-1850,-1750,100,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,MC_III,0,-1750,-1650,100,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,eMed,1,400,750,350,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,Frank,2,1191,1489,298,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,Ven,2,1489,1571,82,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,Ott,2,1571,1878,307,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY569,VVS 31,Kalavasos Kaoukkos,settlement,Mod,2,1878,2000,122,527800.0,3846100.0,33.303755,34.75665877, ,A,"Todd 2004, pp. 55", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,MC_I,0,-2000,-1850,150,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,MC_II,0,-1850,-1750,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,MC_III,0,-1750,-1650,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_I,0,-1650,-1550,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_IIA,0,-1550,-1450,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_IIB,0,-1450,-1300,150,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_IIC,0,-1300,-1200,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_IIIA,0,-1200,-1100,100,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,LC_IIIB,0,-1100,-1050,50,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,CA_I,1,-750,-600,150,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,CA_II,1,-600,-475,125,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,Hel_I,2,-312,-200,112,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,Hel_II,2,-200,-58,142,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,E_Rom_I,2,-58,50,108,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,E_Rom_II,2,50,250,200,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,L_Rom,2,250,400,150,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,Ott,3,1571,1878,307,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY570,VVS 32,Kalavasos Kaparovouno,settlement,Mod,3,1878,2000,122,527300.0,3848300.0,33.29836322,34.77651114, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,CN,0,-5500,-3900,1600,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,Ech,0,-3900,-3400,500,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,MC_I,1,-2000,-1850,150,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,MC_II,1,-1850,-1750,100,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,MC_III,1,-1750,-1650,100,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,Hel_I,2,-312,-200,112,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY571,VVS 33,Kalavasos Kaphkalia A,settlement,Hel_II,2,-200,-58,142,529200.0,3844500.0,33.31899633,34.74219138, ,A,"Todd 2004, pp. 56", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,MC_I,0,-2000,-1850,150,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,MC_II,0,-1850,-1750,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,MC_III,0,-1750,-1650,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_I,0,-1650,-1550,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_IIA,0,-1550,-1450,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_IIB,0,-1450,-1300,150,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_IIC,0,-1300,-1200,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_IIIA,0,-1200,-1100,100,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,LC_IIIB,0,-1100,-1050,50,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,CA_I,1,-750,-600,150,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,CA_II,1,-600,-475,125,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,CC_I,1,-475,-400,75,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,CC_II,1,-400,-312,88,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,Hel_I,1,-312,-200,112,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
CY572,VVS 34,Kalavasos Kaphkalia B,settlement,Hel_II,1,-200,-58,142,528700.0,3844600.0,33.31353754,34.74310733, ,A,"Todd 2004, pp. 57", ;  
