ID,SiteID,Toponym,Type,Period,subOcc,StartDate,EndDate,duration,Longitude,Latitude,Long_Cord,Lat_Cord,Notes,LocQual,Sources,surveyLink
CY1, ,Akanthou Arkosyko,settlement,IAN,0,-9000,-8500,500,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,AEN_1,0,-8500,-7900,600,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,AEN_2,0,-7900,-7600,300,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,AEN_3,0,-7600,-6800,800,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,LAN,0,-6800,-5500,1300,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,CN,0,-5500,-3900,1600,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,Ech,0,-3900,-3400,500,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,MCh,0,-3400,-2750,650,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY1, ,Akanthou Arkosyko,settlement,LCh,0,-2750,-2500,250,567763.362,3918114.145,33.74627928,35.40410679, ,A,Hadjisavvas 1991; Stanley Price 1979, F 1; Stanley Price 1979
CY2, ,Parekklesia Shillourokambos,settlement,IAN,0,-9000,-8500,500,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,AEN_1,0,-8500,-7900,600,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,AEN_2,0,-7900,-7600,300,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,AEN_3,0,-7600,-6800,800,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,LAN,0,-6800,-5500,1300,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,CN,0,-5500,-3900,1600,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,Ech,0,-3900,-3400,500,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,MCh,0,-3400,-2750,650,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY2, ,Parekklesia Shillourokambos,settlement,LCh,0,-2750,-2500,250,514722.457,3844284.102,33.160833,34.740556, ,A,Tomazou et al. 1998, NERD 2787;  
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIA,0,-1550,-1450,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIB,0,-1450,-1300,150,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIC,0,-1300,-1200,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIIA,0,-1200,-1100,100,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,LC_IIIB,0,-1100,-1050,50,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,Hel_I,1,-312,-200,112,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,Hel_II,1,-200,-58,142,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,E_Rom_I,1,-58,50,108,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY3, ,Ayia Marinouda-Marathounta Argakin tou Ayiou Anajerou,settlement,E_Rom_II,1,50,250,200,452402.0,3847439.0,32.47985389,34.76800139, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,80-E-56; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,LC_IIA,0,-1550,-1450,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,LC_IIB,0,-1450,-1300,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,LC_IIC,0,-1300,-1200,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,LC_IIIA,0,-1200,-1100,100,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,LC_IIIB,0,-1100,-1050,50,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CG_II,1,-950,-900,50,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CG_III,1,-900,-750,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CA_I,1,-750,-600,150,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CA_II,1,-600,-475,125,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CC_I,1,-475,-400,75,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,CC_II,1,-400,-312,88,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,Hel_I,1,-312,-200,112,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY4, ,Anarita Eliouthkia,settlement,Hel_II,1,-200,-58,142,455794.0,3843226.0,32.51714126,34.7301634, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,83-E-5; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,EC_III,0,-2100,-2000,100,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,MC_I,0,-2000,-1850,150,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,MC_II,0,-1850,-1750,100,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,CA_I,1,-750,-600,150,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,CA_II,1,-600,-475,125,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,E_Rom_II,2,50,250,200,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY5,425,Kidasi Asproyi,settlement,eMed,3,400,750,350,475000.0,3852200.0,32.7266573,34.81173897, ,A,Georgious 2006; Agapiou et al 2020; Sørensen & Rupp 1993,86-D-28; Sorensen & Rupp 1993
CY6, ,Maa Palaiokastro,settlement,Ech,0,-3900,-3400,500,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  
CY6, ,Maa Palaiokastro,settlement,MCh,0,-3400,-2750,650,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  
CY6, ,Maa Palaiokastro,settlement,LCh,0,-2750,-2500,250,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  
CY6, ,Maa Palaiokastro,settlement,LC_IIC,1,-1300,-1200,100,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  
CY6, ,Maa Palaiokastro,settlement,LC_IIIA,1,-1200,-1100,100,441766.0,3856992.0,32.36296795,34.85359037, ,A,Georgious 2006; Agapiou et al 2020,LC 174;  
CY7,P 6,Dhrousha Ayios seryios - Argaki tou Kannoudhiou,settlement,CN,0,-5500,-3900,1600,434705.7619,3879074.16,32.28401045,35.05227191, ,B,Stanley Price 1979; Bolger et al. 2004,DAK; Bolger et al. 2004
CY7,P 6,Dhrousha Ayios seryios - Argaki tou Kannoudhiou,settlement,Ech,0,-3900,-3400,500,434705.7619,3879074.16,32.28401045,35.05227191, ,B,Stanley Price 1979; Bolger et al. 2004,DAK; Bolger et al. 2004
CY7,P 6,Dhrousha Ayios seryios - Argaki tou Kannoudhiou,settlement,MCh,0,-3400,-2750,650,434705.7619,3879074.16,32.28401045,35.05227191, ,B,Stanley Price 1979; Bolger et al. 2004,DAK; Bolger et al. 2004
CY7,P 6,Dhrousha Ayios seryios - Argaki tou Kannoudhiou,settlement,LCh,0,-2750,-2500,250,434705.7619,3879074.16,32.28401045,35.05227191, ,B,Stanley Price 1979; Bolger et al. 2004,DAK; Bolger et al. 2004
CY8, ,Akanthou Lakkos,settlement,IAN,0,-9000,-8500,500,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,AEN_1,0,-8500,-7900,600,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,AEN_2,0,-7900,-7600,300,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,AEN_3,0,-7600,-6800,800,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,LAN,0,-6800,-5500,1300,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,CN,0,-5500,-3900,1600,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,Ech,0,-3900,-3400,500,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,MCh,0,-3400,-2750,650,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY8, ,Akanthou Lakkos,settlement,LCh,0,-2750,-2500,250,574913.2279,3919047.174,33.8250997,35.41200676, ,B,Hadjisavvas 1991; Stanley Price 1979,F 2; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LAN,0,-6800,-5500,1300,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,CN,0,-5500,-3900,1600,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,Ech,0,-3900,-3400,500,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,MCh,0,-3400,-2750,650,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LCh,0,-2750,-2500,250,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,MC_I,1,-2000,-1850,150,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,MC_II,1,-1850,-1750,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,MC_III,1,-1750,-1650,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_I,1,-1650,-1550,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIA,1,-1550,-1450,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIB,1,-1450,-1300,150,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIC,1,-1300,-1200,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIIA,1,-1200,-1100,100,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY9,MC 150,Rizokarpaso Sylla,settlement,LC_IIIB,1,-1100,-1050,50,626502.0959,3937869.899,34.3961163,35.57645811, ,B,Catling 1962; Stanley Price 1979,F 29; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LAN,0,-6800,-5500,1300,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,CN,0,-5500,-3900,1600,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,Ech,0,-3900,-3400,500,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,MCh,0,-3400,-2750,650,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LCh,0,-2750,-2500,250,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_I,1,-1650,-1550,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_IIA,1,-1550,-1450,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_IIB,1,-1450,-1300,150,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_IIC,1,-1300,-1200,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_IIIA,1,-1200,-1100,100,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY10,LC 236,Trikomo Krina,settlement,LC_IIIB,1,-1100,-1050,50,577708.9428,3905135.694,33.85456675,35.28636779, ,B,Catling 1962; Stanley Price 1979,F 30; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LAN,0,-6800,-5500,1300,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,CN,0,-5500,-3900,1600,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,Ech,0,-3900,-3400,500,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,MCh,0,-3400,-2750,650,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LCh,0,-2750,-2500,250,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_I,1,-1650,-1550,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIA,1,-1550,-1450,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIB,1,-1450,-1300,150,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIC,1,-1300,-1200,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIIA,1,-1200,-1100,100,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY11,LC 73,Dhiorios Kupous,settlement,LC_IIIB,1,-1100,-1050,50,503881.1609,3908269.065,33.04269815,35.31763253, ,B,Catling 1962; Stanley Price 1979,K 18; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,LAN,0,-6800,-5500,1300,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,CN,0,-5500,-3900,1600,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,Ech,0,-3900,-3400,500,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,MCh,0,-3400,-2750,650,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,LCh,0,-2750,-2500,250,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,EC_I,1,-2350,-2200,150,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,EC_II,1,-2200,-2100,100,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY13,EC 71,Krini Merra,settlement,EC_III,1,-2100,-2000,100,522640.6814,3905456.018,33.24900015,35.29201857, ,B,Catling 1962; Stanley Price 1979,K 47; Stanley Price 1979
CY14,K 49,Lapithos Alonia ton Plakon,settlement,LAN,0,-6800,-5500,1300,514398.5326,3910906.965,33.15844999,35.34132204,centoid chosen between two sites,B,Stanley Price 1979,K 50; Stanley Price 1979
CY14,K 49,Lapithos Alonia ton Plakon,settlement,CN,0,-5500,-3900,1600,514398.5326,3910906.965,33.15844999,35.34132204,centoid chosen between two sites,B,Stanley Price 1979,K 50; Stanley Price 1979
CY14,K 49,Lapithos Alonia ton Plakon,settlement,Ech,0,-3900,-3400,500,514398.5326,3910906.965,33.15844999,35.34132204,centoid chosen between two sites,B,Stanley Price 1979,K 50; Stanley Price 1979
CY14,K 49,Lapithos Alonia ton Plakon,settlement,MCh,0,-3400,-2750,650,514398.5326,3910906.965,33.15844999,35.34132204,centoid chosen between two sites,B,Stanley Price 1979,K 50; Stanley Price 1979
CY14,K 49,Lapithos Alonia ton Plakon,settlement,LCh,0,-2750,-2500,250,514398.5326,3910906.965,33.15844999,35.34132204,centoid chosen between two sites,B,Stanley Price 1979,K 50; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LAN,0,-6800,-5500,1300,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,CN,0,-5500,-3900,1600,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,Ech,0,-3900,-3400,500,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,MCh,0,-3400,-2750,650,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LCh,0,-2750,-2500,250,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,EC_I,1,-2350,-2200,150,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,EC_II,1,-2200,-2100,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,EC_III,1,-2100,-2000,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,MC_I,1,-2000,-1850,150,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,MC_II,1,-1850,-1750,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,MC_III,1,-1750,-1650,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_I,1,-1650,-1550,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIA,1,-1550,-1450,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIB,1,-1450,-1300,150,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIC,1,-1300,-1200,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIIA,1,-1200,-1100,100,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY15,EC 40,Dhikomo Plakes,settlement,LC_IIIB,1,-1100,-1050,50,529783.7739,3904061.272,33.32750757,35.2792551, ,B,Catling 1962,K 68; Stanley Price 1979
CY16,EC 126,Pileri Koja Beleuk,settlement,LAN,0,-6800,-5500,1300,520484.7051,3905157.522,33.22528163,35.28937353, ,B,Catling 1962; Stanley Price 1979,K 70; Stanley Price 1979
CY16,EC 126,Pileri Koja Beleuk,settlement,CN,0,-5500,-3900,1600,520484.7051,3905157.522,33.22528163,35.28937353, ,B,Catling 1962; Stanley Price 1979,K 70; Stanley Price 1979
